title,skills_desc,formatted_experience_level,work_type,location,normalized_salary,remote_allowed,views,applies
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Mid-Senior Level,Part-time,"New York, NY",91957,0,3063,319
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Entry Level,Contract,"New York, NY",89379,0,3963,385
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Associate,Part-time,"Denver, CO",102959,1,3868,244
AI Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, Deep Learning, MLOps, LLMs",Executive,Temporary,Remote,131482,0,1596,176
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Entry Level,Full-time,Remote,122105,1,3827,246
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Entry Level,Contract,Remote,80877,0,1835,16
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Mid-Senior Level,Temporary,"San Francisco, CA",123353,1,1443,319
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Associate,Full-time,"Atlanta, GA",123252,0,2367,52
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Entry Level,Temporary,"Atlanta, GA",121334,1,4015,285
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Executive,Part-time,"San Francisco, CA",89049,0,148,349
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Executive,Contract,"Seattle, WA",82772,0,2610,162
Network Engineer,"Cisco, Networking, TCP/IP, Firewall, Linux, AWS, BGP, OSPF",Entry Level,Part-time,"San Francisco, CA",72637,1,3434,52
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Internship,Internship,"Boston, MA",107242,1,3760,222
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Internship,Contract,"Los Angeles, CA",117025,1,1846,210
Frontend Developer,"React, JavaScript, TypeScript, HTML, CSS, Vue.js, Figma, UX",Associate,Part-time,"Boston, MA",116381,1,595,392
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Executive,Contract,"Seattle, WA",115651,1,733,164
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Internship,Full-time,"Seattle, WA",108972,0,4797,229
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Executive,Contract,"San Francisco, CA",106928,1,2917,162
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Associate,Contract,"San Francisco, CA",108742,1,2820,45
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Associate,Full-time,"Chicago, IL",101831,1,275,235
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Internship,Part-time,"Denver, CO",143232,1,3260,331
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Entry Level,Contract,"Boston, MA",114556,1,738,130
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Director,Temporary,"Atlanta, GA",120343,1,3457,18
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Mid-Senior Level,Contract,"Chicago, IL",107834,1,4492,348
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Director,Part-time,Remote,136762,0,574,344
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Director,Full-time,"Austin, TX",119288,1,3927,190
Frontend Developer,"React, JavaScript, TypeScript, HTML, CSS, Vue.js, Figma, UX",Executive,Part-time,"Atlanta, GA",108422,0,1746,30
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Associate,Internship,Remote,98205,0,2058,443
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Executive,Contract,"Chicago, IL",93830,1,4220,281
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Internship,Contract,"New York, NY",68412,1,448,203
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Mid-Senior Level,Full-time,"Chicago, IL",83666,0,736,35
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Internship,Contract,"Chicago, IL",132045,0,3714,437
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Entry Level,Temporary,"Chicago, IL",100786,1,3920,294
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Mid-Senior Level,Temporary,"San Francisco, CA",65515,1,4422,490
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Executive,Part-time,"Boston, MA",146973,0,4233,107
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Executive,Full-time,"Chicago, IL",106627,0,2717,439
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Internship,Internship,"San Francisco, CA",115198,1,1304,228
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Executive,Part-time,Remote,63985,1,2261,336
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Executive,Full-time,"Denver, CO",135903,0,2279,442
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Director,Full-time,"Boston, MA",130935,0,447,408
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Entry Level,Part-time,Remote,89475,0,1303,282
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Director,Part-time,"Seattle, WA",140216,1,1082,402
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Executive,Contract,"Atlanta, GA",119403,1,831,470
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Associate,Internship,"Austin, TX",103681,0,2700,297
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Director,Temporary,"Seattle, WA",121019,1,552,75
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Executive,Contract,"Los Angeles, CA",112586,0,4173,324
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Executive,Full-time,"Denver, CO",134724,0,2994,425
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Entry Level,Internship,"Los Angeles, CA",117292,1,2334,120
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Internship,Internship,"New York, NY",127521,1,263,221
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Mid-Senior Level,Part-time,"New York, NY",124850,1,1547,180
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Director,Internship,"Chicago, IL",126770,1,3969,348
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Director,Internship,"Denver, CO",90629,0,201,375
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Director,Full-time,Remote,127710,1,4154,484
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Executive,Contract,"Seattle, WA",95328,1,3807,493
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Entry Level,Internship,"Denver, CO",97278,0,1552,68
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Executive,Part-time,"Seattle, WA",73417,1,4886,39
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Executive,Contract,"Austin, TX",119765,1,2758,276
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Internship,Part-time,Remote,88963,1,635,473
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Associate,Internship,"Los Angeles, CA",108552,1,1800,384
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Entry Level,Contract,"Seattle, WA",122292,1,1563,163
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Director,Internship,"Austin, TX",115009,0,4319,359
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Mid-Senior Level,Full-time,"Denver, CO",127675,1,4444,11
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Director,Contract,"Austin, TX",96175,1,2071,427
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Executive,Part-time,"Atlanta, GA",96731,0,1552,178
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Entry Level,Full-time,"Austin, TX",100563,1,1693,223
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Entry Level,Temporary,"Austin, TX",101332,1,812,260
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Entry Level,Part-time,"Chicago, IL",104177,0,3755,40
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Associate,Internship,"New York, NY",98718,1,4442,328
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Director,Part-time,"Los Angeles, CA",67911,1,4676,192
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Associate,Temporary,"Atlanta, GA",103799,1,4184,382
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Internship,Part-time,"Atlanta, GA",109402,1,1548,198
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Mid-Senior Level,Full-time,"New York, NY",80194,0,3748,222
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Internship,Part-time,"Boston, MA",84951,1,2113,136
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Executive,Contract,"Seattle, WA",130866,0,558,301
AI Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, Deep Learning, MLOps, LLMs",Associate,Temporary,"Austin, TX",143333,1,2943,305
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Associate,Part-time,"Denver, CO",116673,1,692,32
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Internship,Temporary,"Austin, TX",138885,0,597,419
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Executive,Full-time,"Denver, CO",145870,0,2234,27
AI Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, Deep Learning, MLOps, LLMs",Entry Level,Contract,"Austin, TX",120565,0,2549,88
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Executive,Internship,"Atlanta, GA",117821,0,4392,43
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Director,Part-time,"Boston, MA",85494,0,2911,479
Data Scientist,"Python, Machine Learning, Statistics, SQL, Data Visualization, TensorFlow, Deep Learning, R",Internship,Full-time,"New York, NY",123941,1,126,421
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Executive,Temporary,Remote,68624,1,4016,116
Web Developer,"HTML, CSS, JavaScript, React, PHP, MySQL, WordPress",Entry Level,Temporary,"San Francisco, CA",107162,1,1817,314
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Executive,Full-time,"Los Angeles, CA",156024,1,2353,457
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Associate,Part-time,Remote,105835,1,3742,208
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Mid-Senior Level,Internship,"Los Angeles, CA",108646,0,3755,200
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Associate,Part-time,"Seattle, WA",91824,1,3398,241
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Mid-Senior Level,Contract,"New York, NY",147335,1,4798,71
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Executive,Part-time,"Denver, CO",83815,0,4557,51
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Director,Contract,Remote,149398,1,1383,33
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Executive,Temporary,Remote,102429,1,1186,172
Frontend Developer,"React, JavaScript, TypeScript, HTML, CSS, Vue.js, Figma, UX",Entry Level,Contract,"Los Angeles, CA",116950,1,2115,470
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Executive,Internship,Remote,126886,1,1815,192
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Mid-Senior Level,Full-time,"Denver, CO",144398,1,1826,442
Backend Developer,"Python, Java, Node.js, SQL, REST APIs, Microservices, Docker, Redis",Associate,Contract,"New York, NY",87607,0,1007,342
Machine Learning Engineer,"Python, TensorFlow, PyTorch, MLOps, Deep Learning, NLP, Feature Engineering, Kubernetes",Director,Part-time,"Seattle, WA",135650,0,3563,104
Full Stack Developer,"React, Node.js, JavaScript, HTML, CSS, MongoDB, SQL, REST APIs",Executive,Contract,"San Francisco, CA",118698,1,4441,452
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Executive,Temporary,"New York, NY",132353,0,4542,92
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Associate,Contract,"Chicago, IL",121790,0,4567,102
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Director,Internship,"Seattle, WA",101991,1,908,287
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Internship,Contract,Remote,126168,1,2996,114
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Executive,Internship,"Denver, CO",126099,0,2270,94
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Executive,Part-time,"Boston, MA",124385,0,3228,70
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Internship,Temporary,Remote,135919,1,4355,217
Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform, CI/CD, Linux",Mid-Senior Level,Full-time,"Atlanta, GA",126416,1,1250,167
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Mid-Senior Level,Part-time,"Atlanta, GA",100580,0,3778,78
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Entry Level,Part-time,"Boston, MA",112054,1,1434,498
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Associate,Full-time,"San Francisco, CA",84090,1,617,453
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Director,Contract,"Atlanta, GA",135387,1,1388,498
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Executive,Contract,"San Francisco, CA",95823,0,845,271
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Executive,Contract,"Seattle, WA",146015,1,4615,350
DevOps Engineer,"Docker, Kubernetes, Jenkins, Ansible, Terraform, AWS, Linux, CI/CD",Entry Level,Temporary,"Boston, MA",127341,1,4067,243
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Executive,Part-time,"San Francisco, CA",115339,1,4335,379
Mobile Developer,"Flutter, React Native, Swift, Kotlin, Android, iOS, Firebase",Associate,Internship,"Chicago, IL",78491,0,4902,148
NLP Engineer,"Python, NLTK, spaCy, Transformers, BERT, GPT, Text Classification, NLP",Entry Level,Full-time,"San Francisco, CA",105706,1,797,289
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Associate,Part-time,"Austin, TX",111957,1,3134,485
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Entry Level,Contract,"Seattle, WA",80728,1,574,344
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Executive,Full-time,"Chicago, IL",86997,0,4076,240
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Entry Level,Internship,"Boston, MA",138001,1,610,375
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Mid-Senior Level,Part-time,"Los Angeles, CA",133523,1,637,369
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Director,Part-time,Remote,120163,1,2360,60
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Executive,Temporary,"Denver, CO",77718,0,3044,248
Cybersecurity Analyst,"Network Security, Penetration Testing, SIEM, Python, Firewall, CISSP, SOC",Internship,Part-time,"Atlanta, GA",101972,0,3974,28
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Director,Part-time,"Austin, TX",78231,0,1466,187
Data Engineer,"Python, Spark, Kafka, SQL, ETL, Airflow, AWS, Hadoop",Executive,Internship,"Austin, TX",134619,0,1161,218
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Director,Internship,"Los Angeles, CA",72126,1,4428,396
Business Analyst,"SQL, Excel, Power BI, Tableau, Requirements Analysis, Agile, JIRA",Mid-Senior Level,Full-time,Remote,88595,0,2407,140
QA Engineer,"Selenium, Python, Manual Testing, Automation, JIRA, TestNG, Agile",Director,Contract,Remote,100633,0,407,240
Software Engineer,"Java, Python, C++, Data Structures, Algorithms, System Design, Git, Agile",Entry Level,Internship,"Atlanta, GA",97118,0,4598,393
Product Manager,"Product Strategy, Agile, JIRA, Data Analysis, Communication, Roadmapping",Director,Full-time,"San Francisco, CA",103317,1,1096,101
Data Analyst,"SQL, Excel, Power BI, Tableau, Python, Statistics, Data Cleaning, Reporting",Executive,Part-time,"Boston, MA",104980,1,1384,40
Blockchain Developer,"Solidity, Ethereum, Web3.js, Smart Contracts, Python, Cryptography",Internship,Full-time,Remote,144115,1,4945,371
